Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Resolution Days,Resolved Within Target,Citizen Satisfaction,Assigned Team,Latitude,Longitude,Estimated Cost,Channel,Weather,Year,Month,Quarter,Priority Score,Resolution Category,Cost Category,Request Age
MSR-04727,Public Works,Sidewalk Repair,Medium,Closed,Ward 4,2025-03-29,2025-04-04,6.0,Yes,4.7,Team H,43.816615,-79.660942,219.35,Phone,Snow,2025,March,Q1,2,Average,Low,477
MSR-05255,Waste Management,Illegal Dumping,Medium,In Progress,Ward 8,2025-10-24,,,,,Team C,43.898447,-79.671133,102.5,Phone,Cloudy,2025,October,Q4,2,Open,Low,268
MSR-00262,Parks and Recreation,Playground Repair,Medium,In Progress,Ward 5,2025-03-09,,,,,Team H,43.903277,-79.458588,923.83,Mobile App,Rain,2025,March,Q1,2,Open,Medium,497
MSR-00601,Transportation Services,Streetlight Outage,Medium,Closed,Ward 7,2025-02-15,2025-02-26,11.0,No,3.5,Team G,43.797298,-79.52411,802.92,Email,Cloudy,2025,February,Q1,2,Slow,Medium,519
MSR-06131,Water Services,Sewer Backup,Medium,In Progress,Ward 8,2024-12-22,,,,,Team C,43.819605,-79.611141,1552.31,Email,Snow,2024,December,Q4,2,Open,High,574
MSR-07283,Waste Management,Recycling Issue,Low,Closed,Ward 5,2024-06-28,2024-07-06,8.0,Yes,3.1,Team H,43.853092,-79.561311,1929.01,Email,Cloudy,2024,June,Q2,1,Slow,High,751
MSR-04033,By-law Enforcement,Animal Control,Medium,Closed,Ward 6,2025-09-21,2025-10-01,10.0,Yes,5.0,Team A,43.785284,-79.59229,1548.07,Walk-in,Extreme Cold,2025,September,Q3,2,Slow,High,301
MSR-00840,Waste Management,Missed Collection,Medium,Closed,Ward 7,2025-01-05,2025-01-17,12.0,No,3.6,Team H,43.772231,-79.585803,1219.31,Walk-in,Rain,2025,January,Q1,2,Slow,Medium,560
MSR-00994,Public Works,Road Damage,Medium,Closed,Ward 9,2024-08-17,2024-08-31,14.0,No,1.9,Team H,43.768512,-79.51911,1019.67,Walk-in,Cloudy,2024,August,Q3,2,Slow,Medium,701
MSR-00524,Parks and Recreation,Park Maintenance,High,Closed,Ward 10,2025-02-03,2025-02-06,3.0,Yes,4.5,Team B,43.90968,-79.623318,50.0,Phone,Rain,2025,February,Q1,3,Fast,Low,531
MSR-02863,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 2,2025-08-19,2025-08-24,5.0,Yes,3.7,Team C,43.81654,-79.60194,840.04,Walk-in,Snow,2025,August,Q3,2,Average,Medium,334
MSR-08551,Public Works,Sidewalk Repair,Low,Closed,Ward 4,2024-04-22,2024-04-28,6.0,Yes,4.2,Team C,43.861515,-79.576517,324.82,Walk-in,Snow,2024,April,Q2,1,Average,Low,818
MSR-01109,Parks and Recreation,Tree Damage,High,Closed,Ward 1,2024-09-01,2024-09-03,2.0,Yes,3.4,Team B,43.897743,-79.459107,438.57,Email,Cloudy,2024,September,Q3,3,Fast,Low,686
MSR-04756,By-law Enforcement,Parking Violation,Medium,Closed,Ward 3,2024-10-01,2024-10-09,8.0,Yes,4.5,Team A,43.780911,-79.44851,482.24,Email,Extreme Cold,2024,October,Q4,2,Slow,Low,656
MSR-02234,Water Services,Water Leak,High,Closed,Ward 4,2024-09-13,2024-09-17,4.0,Yes,3.7,Team G,43.894388,-79.654245,271.32,Email,Extreme Cold,2024,September,Q3,3,Average,Low,674
MSR-07438,Transportation Services,Streetlight Outage,Medium,Open,Ward 10,2025-04-23,,,,,Team B,43.905631,-79.509521,830.8,Phone,Snow,2025,April,Q2,2,Open,Medium,452
MSR-06581,Water Services,Sewer Backup,Critical,Closed,Ward 7,2024-09-27,2024-09-27,0.0,Yes,3.9,Team G,43.794768,-79.537114,1113.13,Web,Clear,2024,September,Q3,4,Fast,Medium,660
MSR-01363,Water Services,Water Leak,Medium,In Progress,Ward 1,2025-03-22,,,,,Team B,43.829256,-79.446809,484.41,Web,Cloudy,2025,March,Q1,2,Open,Low,484
MSR-06588,By-law Enforcement,Parking Violation,Low,Closed,Ward 3,2024-06-26,2024-07-09,13.0,Yes,4.9,Team B,43.815763,-79.42095,847.53,Mobile App,Clear,2024,June,Q2,1,Slow,Medium,753
MSR-03969,Waste Management,Recycling Issue,Medium,Closed,Ward 10,2024-02-26,2024-02-29,3.0,Yes,4.7,Team A,43.798867,-79.604816,1032.77,Walk-in,Snow,2024,February,Q1,2,Fast,Medium,874
MSR-05467,Parks and Recreation,Tree Damage,Medium,Closed,Ward 4,2025-03-08,2025-03-08,0.0,Yes,3.2,Team H,43.762147,-79.503388,741.14,Phone,Clear,2025,March,Q1,2,Fast,Medium,498
MSR-02000,By-law Enforcement,Property Standards,High,Closed,Ward 5,2025-08-18,2025-08-21,3.0,Yes,3.4,Team C,43.769101,-79.63808,297.58,Web,Cloudy,2025,August,Q3,3,Fast,Low,335
MSR-09940,Parks and Recreation,Playground Repair,Medium,Closed,Ward 4,2025-03-10,2025-03-17,7.0,Yes,4.2,Team A,43.772287,-79.563554,1450.33,Walk-in,Rain,2025,March,Q1,2,Average,Medium,496
MSR-06155,Transportation Services,Snow Clearing,Medium,Open,Ward 3,2024-11-03,,,,,Team A,43.837624,-79.629177,1243.94,Email,Snow,2024,November,Q4,2,Open,Medium,623
MSR-04526,Public Works,Sidewalk Repair,High,In Progress,Ward 3,2024-01-15,,,,,Team G,43.765369,-79.427997,1300.66,Mobile App,Extreme Cold,2024,January,Q1,3,Open,Medium,916
MSR-07705,By-law Enforcement,Parking Violation,Critical,Open,Ward 7,2025-02-20,,,,,Team C,43.880354,-79.57193,50.0,Walk-in,Snow,2025,February,Q1,4,Open,Low,514
MSR-09017,By-law Enforcement,Property Standards,Medium,Closed,Ward 1,2025-05-05,2025-05-08,3.0,Yes,4.7,Team A,43.894989,-79.544133,1455.8,Email,Cloudy,2025,May,Q2,2,Fast,Medium,440
MSR-02361,Transportation Services,Streetlight Outage,High,Closed,Ward 4,2025-12-08,2025-12-09,1.0,Yes,3.8,Team A,43.858941,-79.449157,1033.67,Mobile App,Clear,2025,December,Q4,3,Fast,Medium,223
MSR-09163,Transportation Services,Traffic Signal Issue,High,Open,Ward 5,2024-05-15,,,,,Team A,43.884891,-79.646446,919.84,Phone,Extreme Cold,2024,May,Q2,3,Open,Medium,795
MSR-06187,Transportation Services,Snow Clearing,High,Open,Ward 2,2025-07-15,,,,,Team C,43.783752,-79.480659,1111.81,Mobile App,Clear,2025,July,Q3,3,Open,Medium,369
MSR-06059,Transportation Services,Road Sign Damage,Medium,Closed,Ward 10,2024-10-04,2024-10-05,1.0,Yes,3.8,Team G,43.848051,-79.622366,762.1,Walk-in,Rain,2024,October,Q4,2,Fast,Medium,653
MSR-00608,Parks and Recreation,Trail Issue,Low,In Progress,Ward 6,2024-01-11,,,,,Team B,43.771797,-79.672195,936.71,Phone,Snow,2024,January,Q1,1,Open,Medium,920
MSR-06729,Waste Management,Recycling Issue,Critical,Closed,Ward 2,2024-04-23,2024-04-24,1.0,Yes,4.5,Team G,43.854809,-79.432785,1212.69,Web,Cloudy,2024,April,Q2,4,Fast,Medium,817
MSR-07971,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 9,2024-10-17,2024-10-23,6.0,Yes,3.2,Team B,43.785299,-79.474159,1137.3,Mobile App,Extreme Cold,2024,October,Q4,2,Average,Medium,640
MSR-02564,Waste Management,Illegal Dumping,Medium,Closed,Ward 4,2024-01-18,2024-01-26,8.0,Yes,3.6,Team F,43.844756,-79.48914,430.02,Web,Cloudy,2024,January,Q1,2,Slow,Low,913
MSR-03337,By-law Enforcement,Parking Violation,Low,Open,Ward 7,2025-09-25,,,,,Team C,43.860894,-79.653136,953.44,Walk-in,Cloudy,2025,September,Q3,1,Open,Medium,297
MSR-00103,Water Services,Water Quality,Medium,Open,Ward 10,2024-02-27,,,,,Team F,43.816311,-79.66071,688.65,Mobile App,Clear,2024,February,Q1,2,Open,Medium,873
MSR-00118,Public Works,Graffiti,Critical,Closed,Ward 1,2024-12-31,2025-01-01,1.0,Yes,4.3,Team F,43.877271,-79.516653,314.33,Phone,Clear,2024,December,Q4,4,Fast,Low,565
MSR-08306,Water Services,Low Water Pressure,High,Closed,Ward 8,2025-04-26,2025-04-29,3.0,Yes,4.9,Team H,43.899072,-79.484304,50.0,Walk-in,Rain,2025,April,Q2,3,Fast,Low,449
MSR-03387,Waste Management,Damaged Bin,Low,Open,Ward 7,2024-05-03,,,,,Team C,43.905252,-79.451243,1402.46,Phone,Extreme Cold,2024,May,Q2,1,Open,Medium,807
MSR-04326,Water Services,Low Water Pressure,High,Open,Ward 5,2024-10-24,,,,,Team C,43.796771,-79.505163,612.42,Walk-in,Snow,2024,October,Q4,3,Open,Medium,633
MSR-01541,By-law Enforcement,Parking Violation,Medium,In Progress,Ward 8,2024-03-24,,,,,Team E,43.83394,-79.43918,852.84,Mobile App,Clear,2024,March,Q1,2,Open,Medium,847
MSR-05345,By-law Enforcement,Animal Control,Critical,Open,Ward 6,2025-06-18,,,,,Team E,43.772901,-79.626273,919.11,Email,Cloudy,2025,June,Q2,4,Open,Medium,396
MSR-00949,Transportation Services,Streetlight Outage,Low,Closed,Ward 7,2025-02-09,2025-02-22,13.0,Yes,2.9,Team G,43.893068,-79.664326,1428.99,Web,Extreme Cold,2025,February,Q1,1,Slow,Medium,525
MSR-05481,By-law Enforcement,Parking Violation,Medium,Open,Ward 5,2024-01-12,,,,,Team F,43.851962,-79.474462,316.98,Email,Snow,2024,January,Q1,2,Open,Low,919
MSR-00020,By-law Enforcement,Parking Violation,Medium,Closed,Ward 2,2025-03-05,2025-03-16,11.0,No,2.3,Team F,43.810619,-79.612201,203.08,Phone,Snow,2025,March,Q1,2,Slow,Low,501
MSR-06710,Water Services,Water Quality,High,Closed,Ward 5,2024-12-29,2025-01-01,3.0,Yes,3.8,Team C,43.796777,-79.440451,812.35,Phone,Snow,2024,December,Q4,3,Fast,Medium,567
MSR-06232,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 4,2025-06-18,2025-06-27,9.0,Yes,4.8,Team B,43.855984,-79.655245,1782.85,Email,Snow,2025,June,Q2,1,Slow,High,396
MSR-05944,Parks and Recreation,Playground Repair,Low,Closed,Ward 9,2025-10-17,2025-10-24,7.0,Yes,4.4,Team A,43.851657,-79.607303,50.0,Phone,Clear,2025,October,Q4,1,Average,Low,275
MSR-07261,Public Works,Graffiti,Medium,Closed,Ward 9,2024-09-05,2024-09-07,2.0,Yes,4.6,Unassigned,43.872039,-79.650942,901.42,Walk-in,Snow,2024,September,Q3,2,Fast,Medium,682
MSR-07420,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 7,2024-07-11,,,,,Team F,43.869969,-79.502003,1520.54,Mobile App,Cloudy,2024,July,Q3,2,Open,High,738
MSR-04994,Transportation Services,Traffic Signal Issue,High,Closed,Ward 7,2024-10-26,2024-10-29,3.0,Yes,4.0,Team D,43.864153,-79.553091,922.39,Unknown,Clear,2024,October,Q4,3,Fast,Medium,631
MSR-00856,By-law Enforcement,Property Standards,Medium,Closed,Ward 4,2024-04-25,2024-04-25,0.0,Yes,5.0,Team H,43.88223,-79.570906,554.75,Mobile App,Rain,2024,April,Q2,2,Fast,Medium,815
MSR-00272,By-law Enforcement,Parking Violation,Medium,In Progress,Ward 6,2025-06-27,,,,,Team D,43.790492,-79.504045,1737.43,Phone,Snow,2025,June,Q2,2,Open,High,387
MSR-09460,By-law Enforcement,Noise Complaint,High,Closed,Ward 3,2024-04-05,2024-04-05,0.0,Yes,4.3,Team H,43.871947,-79.657052,626.79,Walk-in,Clear,2024,April,Q2,3,Fast,Medium,835
MSR-04485,Water Services,Sewer Backup,High,Closed,Ward 10,2024-09-22,2024-09-24,2.0,Yes,3.4,Team B,43.774581,-79.454454,1727.58,Phone,Rain,2024,September,Q3,3,Fast,High,665
MSR-04310,Water Services,Low Water Pressure,High,Open,Ward 9,2024-03-06,,,,,Team E,43.896256,-79.529512,1284.8,Walk-in,Cloudy,2024,March,Q1,3,Open,Medium,865
MSR-02999,Transportation Services,Road Sign Damage,Medium,Closed,Ward 9,2024-11-26,2024-11-28,2.0,Yes,3.7,Team C,43.89914,-79.446455,1205.98,Phone,Extreme Cold,2024,November,Q4,2,Fast,Medium,600
MSR-00090,Water Services,Water Quality,Medium,Closed,Ward 7,2024-11-16,2024-11-20,4.0,Yes,3.8,Team B,43.784422,-79.440024,349.68,Web,Clear,2024,November,Q4,2,Average,Low,610
MSR-01253,Water Services,Low Water Pressure,Medium,In Progress,Ward 3,2024-01-27,,,,,Team B,43.909425,-79.562478,673.27,Email,Cloudy,2024,January,Q1,2,Open,Medium,904
MSR-07378,Transportation Services,Road Sign Damage,Critical,Closed,Ward 3,2025-12-24,2025-12-25,1.0,Yes,4.2,Team B,43.91797,-79.555405,936.25,Walk-in,Extreme Cold,2025,December,Q4,4,Fast,Medium,207
MSR-03480,Waste Management,Recycling Issue,High,Closed,Ward 8,2024-10-19,2024-10-19,0.0,Yes,5.0,Team H,43.865215,-79.421474,50.0,Mobile App,Rain,2024,October,Q4,3,Fast,Low,638
MSR-01756,Parks and Recreation,Tree Damage,Medium,Closed,Ward 7,2025-10-02,2025-10-08,6.0,Yes,4.0,Team H,43.780525,-79.563156,511.57,Phone,Rain,2025,October,Q4,2,Average,Medium,290
MSR-02245,By-law Enforcement,Noise Complaint,High,In Progress,Ward 2,2024-11-12,,,,,Team A,43.885305,-79.622134,1293.52,Mobile App,Extreme Cold,2024,November,Q4,3,Open,Medium,614
MSR-06230,Parks and Recreation,Tree Damage,Low,Closed,Ward 2,2025-12-15,2025-12-23,8.0,Yes,5.0,Team G,43.908432,-79.539257,1041.06,Walk-in,Snow,2025,December,Q4,1,Slow,Medium,216
MSR-09480,Public Works,Pothole,High,Closed,Ward 1,2025-09-28,2025-10-04,6.0,No,2.7,Team C,43.850999,-79.529771,298.27,Mobile App,Rain,2025,September,Q3,3,Average,Low,294
MSR-09103,Public Works,Pothole,Medium,Closed,Ward 10,2025-01-23,2025-02-03,11.0,No,3.2,Team C,43.917298,-79.586053,1447.55,Mobile App,Cloudy,2025,January,Q1,2,Slow,Medium,542
MSR-09040,Public Works,Pothole,Medium,Closed,Ward 3,2025-06-22,2025-07-02,10.0,Yes,3.7,Team E,43.913121,-79.563044,1200.27,Mobile App,Snow,2025,June,Q2,2,Slow,Medium,392
MSR-09438,By-law Enforcement,Noise Complaint,High,Closed,Ward 7,2024-04-22,2024-04-24,2.0,Yes,3.8,Team B,43.781843,-79.499368,748.67,Web,Clear,2024,April,Q2,3,Fast,Medium,818
MSR-08290,Water Services,Low Water Pressure,Medium,In Progress,Ward 8,2024-07-24,,,,,Team B,43.783544,-79.514906,2239.27,Mobile App,Snow,2024,July,Q3,2,Open,High,725
MSR-06692,Transportation Services,Streetlight Outage,Critical,Closed,Ward 9,2024-12-05,2024-12-07,2.0,Yes,4.4,Team F,43.8201,-79.480043,124.26,Mobile App,Rain,2024,December,Q4,4,Fast,Low,591
MSR-05419,Waste Management,Recycling Issue,Medium,Closed,Ward 7,2024-09-22,2024-10-03,11.0,No,3.1,Team C,43.825303,-79.484375,1294.79,Walk-in,Extreme Cold,2024,September,Q3,2,Slow,Medium,665
MSR-00458,Waste Management,Missed Collection,Critical,Closed,Ward 3,2024-11-25,2024-11-28,3.0,No,3.4,Team F,43.882276,-79.525798,50.0,Web,Clear,2024,November,Q4,4,Fast,Low,601
MSR-01314,Public Works,Road Damage,Medium,Closed,Ward 10,2025-08-08,2025-08-16,8.0,Yes,3.3,Team C,43.918888,-79.527975,792.19,Web,Clear,2025,August,Q3,2,Slow,Medium,345
MSR-06515,By-law Enforcement,Parking Violation,Medium,Closed,Ward 6,2025-01-01,2025-01-04,3.0,Yes,3.7,Team H,43.917109,-79.630213,50.0,Web,Extreme Cold,2025,January,Q1,2,Fast,Low,564
MSR-04447,Waste Management,Illegal Dumping,Medium,Closed,Ward 3,2024-09-30,2024-10-04,4.0,Yes,3.8,Team H,43.889181,-79.549696,200.28,Web,Rain,2024,September,Q3,2,Average,Low,657
MSR-07228,By-law Enforcement,Property Standards,Critical,Closed,Ward 7,2024-10-10,2024-10-13,3.0,No,2.6,Team C,43.909425,-79.449746,1003.38,Email,Extreme Cold,2024,October,Q4,4,Fast,Medium,647
MSR-06323,By-law Enforcement,Animal Control,Medium,Closed,Ward 9,2025-03-06,2025-03-13,7.0,Yes,4.3,Team C,43.894102,-79.593137,612.14,Phone,Cloudy,2025,March,Q1,2,Average,Medium,500
MSR-03186,Waste Management,Missed Collection,High,Closed,Ward 2,2024-06-23,2024-06-25,2.0,Yes,4.0,Team E,43.854881,-79.469814,682.13,Email,Cloudy,2024,June,Q2,3,Fast,Medium,756
MSR-00952,Transportation Services,Road Sign Damage,Medium,Open,Ward 7,2024-01-22,,,,,Team G,43.824235,-79.603608,837.76,Web,Clear,2024,January,Q1,2,Open,Medium,909
MSR-08713,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-10-06,2025-10-15,9.0,Yes,4.2,Team E,43.786795,-79.608793,50.0,Email,Extreme Cold,2025,October,Q4,2,Slow,Low,286
MSR-07315,By-law Enforcement,Animal Control,High,Closed,Ward 5,2024-09-14,2024-09-20,6.0,No,2.7,Team C,43.817139,-79.52418,1004.48,Email,Snow,2024,September,Q3,3,Average,Medium,673
MSR-03897,Public Works,Graffiti,High,Closed,Ward 5,2025-03-02,2025-03-09,7.0,No,3.4,Team D,43.768666,-79.582351,482.79,Walk-in,Snow,2025,March,Q1,3,Average,Low,504
MSR-02813,Public Works,Road Damage,High,Closed,Ward 7,2025-05-25,2025-06-01,7.0,No,2.3,Team G,43.832787,-79.458139,50.0,Mobile App,Snow,2025,May,Q2,3,Average,Low,420
MSR-03239,Public Works,Graffiti,High,Closed,Ward 4,2024-01-21,2024-01-26,5.0,Yes,3.8,Team E,43.914592,-79.645186,1492.73,Mobile App,Snow,2024,January,Q1,3,Average,Medium,910
MSR-09791,Public Works,Road Damage,Low,Closed,Ward 2,2025-04-05,2025-04-13,8.0,Yes,4.4,Team C,43.787185,-79.673692,1728.15,Mobile App,Rain,2025,April,Q2,1,Slow,High,470
MSR-04631,Parks and Recreation,Playground Repair,Low,Open,Ward 8,2024-05-02,,,,,Team E,43.855918,-79.663799,500.1,Email,Rain,2024,May,Q2,1,Open,Medium,808
MSR-05815,Waste Management,Recycling Issue,Low,Closed,Ward 2,2025-03-13,2025-03-28,15.0,Yes,4.6,Team C,43.879153,-79.491896,1071.84,Mobile App,Rain,2025,March,Q1,1,Slow,Medium,493
MSR-05719,Waste Management,Missed Collection,Medium,Closed,Ward 3,2024-01-07,2024-01-09,2.0,Yes,4.8,Team A,43.802518,-79.60002,712.47,Phone,Cloudy,2024,January,Q1,2,Fast,Medium,924
MSR-09710,Public Works,Pothole,High,Closed,Ward 10,2025-01-30,2025-02-02,3.0,Yes,4.4,Team A,43.849631,-79.543126,870.28,Web,Cloudy,2025,January,Q1,3,Fast,Medium,535
MSR-08627,By-law Enforcement,Noise Complaint,High,Open,Ward 5,2025-05-26,,,,,Team G,43.848133,-79.428262,605.21,Walk-in,Cloudy,2025,May,Q2,3,Open,Medium,419
MSR-07003,By-law Enforcement,Animal Control,Critical,Closed,Ward 6,2025-08-07,2025-08-08,1.0,Yes,4.4,Team F,43.868666,-79.425367,90.21,Phone,Extreme Cold,2025,August,Q3,4,Fast,Low,346
MSR-07840,Parks and Recreation,Tree Damage,Low,In Progress,Ward 8,2025-04-02,,,,,Team A,43.760156,-79.62117,441.41,Web,Extreme Cold,2025,April,Q2,1,Open,Low,473
MSR-02405,Parks and Recreation,Tree Damage,Medium,Closed,Ward 7,2024-06-12,2024-06-19,7.0,Yes,2.9,Team D,43.79694,-79.643649,1118.15,Email,Rain,2024,June,Q2,2,Average,Medium,767
MSR-02795,Transportation Services,Snow Clearing,Low,Closed,Ward 4,2025-12-23,2026-01-08,16.0,No,1.5,Team F,43.770837,-79.425264,528.08,Walk-in,Extreme Cold,2025,December,Q4,1,Slow,Medium,208
MSR-05882,By-law Enforcement,Animal Control,Low,Closed,Ward 7,2025-07-03,2025-07-09,6.0,Yes,4.9,Team E,43.825617,-79.608582,621.06,Web,Snow,2025,July,Q3,1,Average,Medium,381
MSR-03579,Transportation Services,Streetlight Outage,High,In Progress,Ward 7,2024-02-15,,,,,Team H,43.77418,-79.581695,1800.93,Walk-in,Rain,2024,February,Q1,3,Open,High,885
MSR-02020,Water Services,Water Leak,Medium,Open,Ward 2,2024-01-28,,,,,Team F,43.862881,-79.59724,50.0,Walk-in,Snow,2024,January,Q1,2,Open,Low,903
MSR-09129,Waste Management,Illegal Dumping,Medium,Closed,Ward 9,2025-02-05,2025-02-07,2.0,Yes,4.6,Team H,43.861988,-79.536842,1091.92,Mobile App,Clear,2025,February,Q1,2,Fast,Medium,529
MSR-01127,Transportation Services,Road Sign Damage,Low,Closed,Ward 9,2025-01-15,2025-01-30,15.0,Yes,4.2,Team A,43.887762,-79.560324,495.56,Walk-in,Extreme Cold,2025,January,Q1,1,Slow,Low,550
MSR-09150,Transportation Services,Traffic Signal Issue,High,Closed,Ward 2,2025-07-17,2025-07-18,1.0,Yes,3.6,Team H,43.902758,-79.615776,1405.29,Mobile App,Rain,2025,July,Q3,3,Fast,Medium,367
MSR-09281,Public Works,Road Damage,Medium,Open,Ward 8,2024-10-11,,,,,Team H,43.832925,-79.616302,779.03,Walk-in,Extreme Cold,2024,October,Q4,2,Open,Medium,646
MSR-04161,Transportation Services,Traffic Signal Issue,High,Closed,Ward 1,2024-06-17,2024-06-24,7.0,No,2.7,Team H,43.910789,-79.52701,1070.38,Email,Extreme Cold,2024,June,Q2,3,Average,Medium,762
MSR-05364,Waste Management,Missed Collection,Medium,Open,Ward 7,2024-08-28,,,,,Team C,43.775867,-79.51091,1125.5,Email,Extreme Cold,2024,August,Q3,2,Open,Medium,690
MSR-03039,Waste Management,Missed Collection,Medium,Closed,Ward 7,2024-04-22,2024-04-28,6.0,Yes,3.9,Team A,43.852728,-79.434243,1021.89,Walk-in,Extreme Cold,2024,April,Q2,2,Average,Medium,818
MSR-02530,Water Services,Low Water Pressure,Low,Closed,Ward 7,2025-11-05,2025-11-10,5.0,Yes,4.3,Team F,43.812783,-79.527608,602.46,Web,Rain,2025,November,Q4,1,Average,Medium,256
MSR-07436,Water Services,Sewer Backup,High,Closed,Ward 8,2024-03-24,2024-03-26,2.0,Yes,4.2,Team H,43.791386,-79.467126,1093.63,Web,Rain,2024,March,Q1,3,Fast,Medium,847
MSR-07750,By-law Enforcement,Parking Violation,Medium,Open,Ward 10,2025-03-27,,,,,Team C,43.812694,-79.624706,518.96,Walk-in,Snow,2025,March,Q1,2,Open,Medium,479
MSR-00995,Public Works,Road Damage,Low,Closed,Ward 1,2024-12-21,2024-12-23,2.0,Yes,4.3,Team E,43.770204,-79.587853,1312.93,Web,Extreme Cold,2024,December,Q4,1,Fast,Medium,575
MSR-05187,Water Services,Sewer Backup,Medium,Closed,Ward 10,2024-02-23,2024-02-29,6.0,Yes,5.0,Team D,43.841201,-79.573965,682.62,Mobile App,Snow,2024,February,Q1,2,Average,Medium,877
MSR-00476,Public Works,Sidewalk Repair,Medium,Closed,Ward 9,2024-05-05,2024-05-18,13.0,No,2.0,Team H,43.892061,-79.446143,987.78,Walk-in,Snow,2024,May,Q2,2,Slow,Medium,805
MSR-08351,Water Services,Sewer Backup,High,Closed,Ward 3,2025-04-15,2025-04-17,2.0,Yes,3.4,Team F,43.796998,-79.465119,245.57,Walk-in,Rain,2025,April,Q2,3,Fast,Low,460
MSR-04365,By-law Enforcement,Animal Control,Medium,Closed,Ward 8,2024-02-29,2024-03-02,2.0,Yes,5.0,Team B,43.897576,-79.427628,282.73,Mobile App,Snow,2024,February,Q1,2,Fast,Low,871
MSR-03002,Water Services,Low Water Pressure,High,Closed,Ward 1,2024-05-05,2024-05-09,4.0,Yes,5.0,Team A,43.876156,-79.667187,838.13,Walk-in,Cloudy,2024,May,Q2,3,Average,Medium,805
MSR-05466,Water Services,Low Water Pressure,Medium,Closed,Ward 7,2024-01-19,2024-01-28,9.0,Yes,5.0,Team A,43.877343,-79.457264,1116.47,Web,Cloudy,2024,January,Q1,2,Slow,Medium,912
MSR-01196,Transportation Services,Streetlight Outage,Low,Closed,Ward 10,2024-03-24,2024-04-01,8.0,Yes,4.5,Unassigned,43.912494,-79.654452,1043.51,Web,Extreme Cold,2024,March,Q1,1,Slow,Medium,847
MSR-04790,By-law Enforcement,Property Standards,Medium,Closed,Ward 1,2024-06-21,2024-06-27,6.0,Yes,4.3,Unassigned,43.83685,-79.452416,441.87,Mobile App,Cloudy,2024,June,Q2,2,Average,Low,758
MSR-04258,By-law Enforcement,Parking Violation,Low,Closed,Ward 10,2025-12-30,2026-01-07,8.0,Yes,4.3,Team C,43.872224,-79.510032,2897.04,Phone,Clear,2025,December,Q4,1,Slow,High,201
MSR-04898,Water Services,Low Water Pressure,High,Closed,Ward 4,2024-01-01,2024-01-04,3.0,Yes,5.0,Team D,43.891274,-79.468742,1121.0,Mobile App,Extreme Cold,2024,January,Q1,3,Fast,Medium,930
MSR-08770,Waste Management,Recycling Issue,Medium,Closed,Ward 2,2025-01-30,2025-01-30,0.0,Yes,4.8,Team G,43.830009,-79.428493,623.87,Email,Clear,2025,January,Q1,2,Fast,Medium,535
MSR-03492,Waste Management,Damaged Bin,Low,Closed,Ward 2,2025-11-12,2025-11-14,2.0,Yes,4.6,Team H,43.86363,-79.604909,2011.83,Email,Clear,2025,November,Q4,1,Fast,High,249
MSR-09287,Transportation Services,Snow Clearing,Medium,Closed,Ward 6,2024-09-26,2024-09-30,4.0,Yes,4.6,Team E,43.917058,-79.459813,50.0,Phone,Extreme Cold,2024,September,Q3,2,Average,Low,661
MSR-02991,Waste Management,Illegal Dumping,Medium,Open,Ward 10,2024-11-22,,,,,Team G,43.770181,-79.52266,197.19,Phone,Clear,2024,November,Q4,2,Open,Low,604
MSR-08732,By-law Enforcement,Property Standards,Medium,Open,Ward 5,2024-12-31,,,,,Team G,43.794353,-79.599373,34506.12,Phone,Snow,2024,December,Q4,2,Open,High,565
MSR-07235,Parks and Recreation,Trail Issue,Medium,Closed,Ward 4,2024-09-05,2024-09-13,8.0,Yes,4.5,Team A,43.764444,-79.613194,2351.6,Email,Extreme Cold,2024,September,Q3,2,Slow,High,682
MSR-04094,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 3,2025-05-24,2025-06-01,8.0,Yes,3.2,Team G,43.826908,-79.66576,916.15,Walk-in,Extreme Cold,2025,May,Q2,2,Slow,Medium,421
MSR-09808,Waste Management,Illegal Dumping,High,Closed,Ward 7,2025-08-19,2025-08-19,0.0,Yes,2.7,Team E,43.796952,-79.583207,630.93,Mobile App,Extreme Cold,2025,August,Q3,3,Fast,Medium,334
MSR-01549,Water Services,Low Water Pressure,High,Closed,Ward 6,2025-06-05,2025-06-08,3.0,Yes,3.4,Team A,43.799255,-79.58816,913.5,Mobile App,Extreme Cold,2025,June,Q2,3,Fast,Medium,409
MSR-06843,Parks and Recreation,Tree Damage,Medium,Open,Ward 4,2024-04-11,,,,,Team B,43.827848,-79.531384,536.12,Email,Clear,2024,April,Q2,2,Open,Medium,829
MSR-09900,Waste Management,Illegal Dumping,High,Open,Ward 2,2025-08-15,,,,,Team F,43.780161,-79.461461,431.24,Web,Snow,2025,August,Q3,3,Open,Low,338
MSR-01292,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 5,2025-06-17,2025-06-25,8.0,Yes,5.0,Team E,43.805127,-79.653881,1468.3,Web,Extreme Cold,2025,June,Q2,2,Slow,Medium,397
